,links,summary,published,published_parsed,summary_detail,guidislink,link,id,title_detail,title,content,credit,author_detail,media_content,tags,author,media_credit,authors,source,dc_identifier
10,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.gadgetsnow.com/how-to/how-to-unlink-your-whatsapp-account-from-multiple-devices/articleshow/91088585.cms'}]",,2022-05-08T11:18:25+05:30,"[Decimal('2022'), Decimal('5'), Decimal('8'), Decimal('5'), Decimal('48'), Decimal('25'), Decimal('6'), Decimal('128'), Decimal('0')]","{'language': 'en-IN', 'type': 'text/html', 'value': '', 'base': 'https://timesofindia.indiatimes.com/rssfeedstopstories.cms'}",False,https://www.gadgetsnow.com/how-to/how-to-unlink-your-whatsapp-account-from-multiple-devices/articleshow/91088585.cms,09-05-2022-010,"{'language': 'en-IN', 'type': 'text/plain', 'value': 'How to unlink your WhatsApp account from multiple devices', 'base': 'https://timesofindia.indiatimes.com/rssfeedstopstories.cms'}",How to unlink your WhatsApp account from multiple devices,,,,,,,,,,
11,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://timesofindia.indiatimes.com/india/health-checks-gone-16-deaths-in-6-days-of-char-dham-yatra/articleshow/91425293.cms'}]","The Char Dham yatra has witnessed the deaths of 16 pilgrims within six days of its commencement on May 3. A majority of the fatalities were due to cardiac-related issues faced by those going to the shrines which are situated at altitudes ranging between 10,000 ft and 12,000 ft.",2022-05-09T02:49:04+05:30,"[Decimal('2022'), Decimal('5'), Decimal('8'), Decimal('21'), Decimal('19'), Decimal('4'), Decimal('6'), Decimal('128'), Decimal('0')]","{'language': 'en-IN', 'type': 'text/html', 'value': 'The Char Dham yatra has witnessed the deaths of 16 pilgrims within six days of its commencement on May 3. A majority of the fatalities were due to cardiac-related issues faced by those going to the shrines which are situated at altitudes ranging between 10,000 ft and 12,000 ft.', 'base': 'https://timesofindia.indiatimes.com/rssfeedstopstories.cms'}",False,https://timesofindia.indiatimes.com/india/health-checks-gone-16-deaths-in-6-days-of-char-dham-yatra/articleshow/91425293.cms,09-05-2022-011,"{'language': 'en-IN', 'type': 'text/plain', 'value': 'Health checks gone, 16 deaths in 6 days of Char Dham yatra', 'base': 'https://timesofindia.indiatimes.com/rssfeedstopstories.cms'}","Health checks gone, 16 deaths in 6 days of Char Dham yatra",,,,,,,,,,
12,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://timesofindia.indiatimes.com/business/india-business/no-option-to-redeem-vouchers-of-big-bazaar/articleshow/91425523.cms'}]","Customers of Big Bazaar who are holding vouchers have been left high and dry after a majority of outlets of the hypermarket chain's parent Future Retail (FRL) were taken over by Reliance Industries. While an FRL spokesperson did not comment, a senior industry executive said the company is left with about 30 Big Bazaar stores across India where customers can still redeem vouchers.",2022-05-09T03:11:42+05:30,"[Decimal('2022'), Decimal('5'), Decimal('8'), Decimal('21'), Decimal('41'), Decimal('42'), Decimal('6'), Decimal('128'), Decimal('0')]","{'language': 'en-IN', 'type': 'text/html', 'value': ""Customers of Big Bazaar who are holding vouchers have been left high and dry after a majority of outlets of the hypermarket chain's parent Future Retail (FRL) were taken over by Reliance Industries. While an FRL spokesperson did not comment, a senior industry executive said the company is left with about 30 Big Bazaar stores across India where customers can still redeem vouchers."", 'base': 'https://timesofindia.indiatimes.com/rssfeedstopstories.cms'}",False,https://timesofindia.indiatimes.com/business/india-business/no-option-to-redeem-vouchers-of-big-bazaar/articleshow/91425523.cms,09-05-2022-012,"{'language': 'en-IN', 'type': 'text/plain', 'value': 'No option to redeem vouchers of Big Bazaar', 'base': 'https://timesofindia.indiatimes.com/rssfeedstopstories.cms'}",No option to redeem vouchers of Big Bazaar,,,,,,,,,,
13,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://timesofindia.indiatimes.com/india/rakhigarhi-dig-gives-evidence-of-a-planned-harappan-era-city/articleshow/91425231.cms'}]",,2022-05-09T02:38:48+05:30,"[Decimal('2022'), Decimal('5'), Decimal('8'), Decimal('21'), Decimal('8'), Decimal('48'), Decimal('6'), Decimal('128'), Decimal('0')]","{'language': 'en-IN', 'type': 'text/html', 'value': '', 'base': 'https://timesofindia.indiatimes.com/rssfeedstopstories.cms'}",False,https://timesofindia.indiatimes.com/india/rakhigarhi-dig-gives-evidence-of-a-planned-harappan-era-city/articleshow/91425231.cms,09-05-2022-013,"{'language': 'en-IN', 'type': 'text/plain', 'value': 'Rakhigarhi dig gives evidence of planned Harappan-era city', 'base': 'https://timesofindia.indiatimes.com/rssfeedstopstories.cms'}",Rakhigarhi dig gives evidence of planned Harappan-era city,,,,,,,,,,
14,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://timesofindia.indiatimes.com/world/pakistan/80-of-cpec-projects-worth-2-billion-running-behind-schedule-in-pakistan/articleshow/91419164.cms'}]","The $60-billion China-Pakistan Economic Corridor (CPEC) is running behind schedule with only three out of the total 15 projects completed, according to a media report on Sunday.",2022-05-08T19:11:23+05:30,"[Decimal('2022'), Decimal('5'), Decimal('8'), Decimal('13'), Decimal('41'), Decimal('23'), Decimal('6'), Decimal('128'), Decimal('0')]","{'language': 'en-IN', 'type': 'text/html', 'value': 'The $60-billion China-Pakistan Economic Corridor (CPEC) is running behind schedule with only three out of the total 15 projects completed, according to a media report on Sunday.', 'base': 'https://timesofindia.indiatimes.com/rssfeedstopstories.cms'}",False,https://timesofindia.indiatimes.com/world/pakistan/80-of-cpec-projects-worth-2-billion-running-behind-schedule-in-pakistan/articleshow/91419164.cms,09-05-2022-014,"{'language': 'en-IN', 'type': 'text/plain', 'value': '80% of CPEC projects worth $2 billion running behind schedule in Pak', 'base': 'https://timesofindia.indiatimes.com/rssfeedstopstories.cms'}",80% of CPEC projects worth $2 billion running behind schedule in Pak,,,,,,,,,,
15,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://timesofindia.indiatimes.com/sports/cricket/ipl/top-stories/ipl-2022-csk-vs-dc-devon-conway-moeen-ali-star-in-big-chennai-super-kings-victory-over-delhi-capitals/articleshow/91423583.cms'}]","Devon Conway's blazing blade and Moeen Ali's effective off-breaks beautifully complemented each other as Chennai Super Kings outclassed Delhi Capitals in every department of the game, winning their IPL match by a comprehensive 91-run margin.",2022-05-08T23:40:00+05:30,"[Decimal('2022'), Decimal('5'), Decimal('8'), Decimal('18'), Decimal('10'), Decimal('0'), Decimal('6'), Decimal('128'), Decimal('0')]","{'language': 'en-IN', 'type': 'text/html', 'value': ""Devon Conway's blazing blade and Moeen Ali's effective off-breaks beautifully complemented each other as Chennai Super Kings outclassed Delhi Capitals in every department of the game, winning their IPL match by a comprehensive 91-run margin."", 'base': 'https://timesofindia.indiatimes.com/rssfeedstopstories.cms'}",False,https://timesofindia.indiatimes.com/sports/cricket/ipl/top-stories/ipl-2022-csk-vs-dc-devon-conway-moeen-ali-star-in-big-chennai-super-kings-victory-over-delhi-capitals/articleshow/91423583.cms,09-05-2022-015,"{'language': 'en-IN', 'type': 'text/plain', 'value': 'IPL: Conway, Moeen star in big CSK victory over DC', 'base': 'https://timesofindia.indiatimes.com/rssfeedstopstories.cms'}","IPL: Conway, Moeen star in big CSK victory over DC",,,,,,,,,,
16,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://timesofindia.indiatimes.com/sports/football/epl/top-stories/five-star-man-city-take-a-grip-of-premier-league-title-race/articleshow/91423515.cms'}]","Manchester City bounced back from their Champions League heartbreak to take a firm grip on the Premier League title race with a 5-0 win over Newcastle on Sunday. Raheem Sterling's double and goals from Aymeric Laporte, Rodri and Phil Foden moved Pep Guardiola's men three points clear of Liverpool with three games left to play.",2022-05-08T23:15:57+05:30,"[Decimal('2022'), Decimal('5'), Decimal('8'), Decimal('17'), Decimal('45'), Decimal('57'), Decimal('6'), Decimal('128'), Decimal('0')]","{'language': 'en-IN', 'type': 'text/html', 'value': ""Manchester City bounced back from their Champions League heartbreak to take a firm grip on the Premier League title race with a 5-0 win over Newcastle on Sunday. Raheem Sterling's double and goals from Aymeric Laporte, Rodri and Phil Foden moved Pep Guardiola's men three points clear of Liverpool with three games left to play."", 'base': 'https://timesofindia.indiatimes.com/rssfeedstopstories.cms'}",False,https://timesofindia.indiatimes.com/sports/football/epl/top-stories/five-star-man-city-take-a-grip-of-premier-league-title-race/articleshow/91423515.cms,09-05-2022-016,"{'language': 'en-IN', 'type': 'text/plain', 'value': 'Five-star Man City take a grip of Premier League title race', 'base': 'https://timesofindia.indiatimes.com/rssfeedstopstories.cms'}",Five-star Man City take a grip of Premier League title race,,,,,,,,,,
17,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://timesofindia.indiatimes.com/india/total-fertility-rate-down-across-all-communities/articleshow/91407169.cms'}]","The total fertility rate, defined as the average number of children who would be born to a woman in her lifetime, has declined for all communities between the fourth National Family Health Survey (NFHS) conducted in 2015-16 and the fifth one in 2019-21, official data released earlier this week reveals.",2022-05-08T01:16:25+05:30,"[Decimal('2022'), Decimal('5'), Decimal('7'), Decimal('19'), Decimal('46'), Decimal('25'), Decimal('5'), Decimal('127'), Decimal('0')]","{'language': 'en-IN', 'type': 'text/html', 'value': 'The total fertility rate, defined as the average number of children who would be born to a woman in her lifetime, has declined for all communities between the fourth National Family Health Survey (NFHS) conducted in 2015-16 and the fifth one in 2019-21, official data released earlier this week reveals.', 'base': 'https://timesofindia.indiatimes.com/rssfeedstopstories.cms'}",False,https://timesofindia.indiatimes.com/india/total-fertility-rate-down-across-all-communities/articleshow/91407169.cms,09-05-2022-017,"{'language': 'en-IN', 'type': 'text/plain', 'value': ""Muslims' fertility highest in India but falling fastest: NFHS"", 'base': 'https://timesofindia.indiatimes.com/rssfeedstopstories.cms'}",Muslims' fertility highest in India but falling fastest: NFHS,,,,,,,,,,
18,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.nytimes.com/2022/05/08/us/politics/jill-biden-ukraine-trip.html'}, {'rel': 'standout', 'type': 'text/html', 'href': 'https://www.nytimes.com/2022/05/08/us/politics/jill-biden-ukraine-trip.html'}]",Ukrainian officials reached out several days ahead of Dr. Biden’s planned four-day tour of Eastern Europe to suggest a meeting with the Ukrainian first lady. The East Wing took the chance.,2022-05-08T21:32:52,"[Decimal('2022'), Decimal('5'), Decimal('8'), Decimal('21'), Decimal('32'), Decimal('52'), Decimal('6'), Decimal('128'), Decimal('0')]","{'language': None, 'type': 'text/html', 'value': 'Ukrainian officials reached out several days ahead of Dr. Biden’s planned four-day tour of Eastern Europe to suggest a meeting with the Ukrainian first lady. The East Wing took the chance.', 'base': 'https://rss.nytimes.com/services/xml/rss/nyt/HomePage.xml'}",False,https://www.nytimes.com/2022/05/08/us/politics/jill-biden-ukraine-trip.html,09-05-2022-018,"{'language': None, 'type': 'text/plain', 'value': 'Jill Biden’s Secret Ukraine Trip', 'base': 'https://rss.nytimes.com/services/xml/rss/nyt/HomePage.xml'}",Jill Biden’s Secret Ukraine Trip,"[{'language': None, 'type': 'text/plain', 'value': 'Jill Biden with Olena Zelenska, right, the Ukrainian first lady, in Uzhhorod, Ukraine, on Sunday.', 'base': 'https://rss.nytimes.com/services/xml/rss/nyt/HomePage.xml'}]",Pool photo by Susan Walsh,{'name': 'Katie Rogers'},"[{'width': '151', 'medium': 'image', 'url': 'https://static01.nyt.com/images/2022/05/08/world/08ukraine-jillbiden01/08ukraine-jillbiden01-moth.jpg', 'height': '151'}]","[{'scheme': 'http://www.nytimes.com/namespaces/keywords/nyt_per', 'term': 'Biden, Jill Tracy Jacobs', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/nyt_per', 'term': 'Zelenska, Olena', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/nyt_geo', 'term': 'Kyiv (Ukraine)', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/nyt_org', 'term': 'State Department', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/des', 'term': 'United States International Relations', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/des', 'term': 'First Ladies (US)', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/des', 'term': 'Russian Invasion of Ukraine (2022)', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/des', 'term': 'Refugees and Displaced Persons', 'label': None}]",Katie Rogers,[{'content': 'Pool photo by Susan Walsh'}],[{'name': 'Katie Rogers'}],,
19,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.nytimes.com/2022/05/08/world/europe/russia-may-9-victory-day-ukraine.html'}, {'rel': 'standout', 'type': 'text/html', 'href': 'https://www.nytimes.com/2022/05/08/world/europe/russia-may-9-victory-day-ukraine.html'}]","Under President Vladimir V. Putin, Victory Day, marking the defeat of Nazi Germany, has come to celebrate modern Russian military might. The war in Ukraine is shifting its meaning further.",2022-05-08T14:20:43,"[Decimal('2022'), Decimal('5'), Decimal('8'), Decimal('14'), Decimal('20'), Decimal('43'), Decimal('6'), Decimal('128'), Decimal('0')]","{'language': None, 'type': 'text/html', 'value': 'Under President Vladimir V. Putin, Victory Day, marking the defeat of Nazi Germany, has come to celebrate modern Russian military might. The war in Ukraine is shifting its meaning further.', 'base': 'https://rss.nytimes.com/services/xml/rss/nyt/HomePage.xml'}",False,https://www.nytimes.com/2022/05/08/world/europe/russia-may-9-victory-day-ukraine.html,09-05-2022-019,"{'language': None, 'type': 'text/plain', 'value': 'How Putin Has Hijacked Russia’s May 9 Holiday, Victory Day', 'base': 'https://rss.nytimes.com/services/xml/rss/nyt/HomePage.xml'}","How Putin Has Hijacked Russia’s May 9 Holiday, Victory Day","[{'language': None, 'type': 'text/plain', 'value': 'Armored vehicles taking part in a rehearsal in Red Square, Moscow, on Saturday in preparation for the Victory Day military parade.', 'base': 'https://rss.nytimes.com/services/xml/rss/nyt/HomePage.xml'}]","Maxim Shipenkov/EPA, via Shutterstock",{'name': 'Anton Troianovski'},"[{'width': '151', 'medium': 'image', 'url': 'https://static01.nyt.com/images/2022/05/08/world/08russia-victoryday-01/08russia-victoryday-01-moth.jpg', 'height': '151'}]","[{'scheme': 'http://www.nytimes.com/namespaces/keywords/des', 'term': 'War and Armed Conflicts', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/des', 'term': 'Politics and Government', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/des', 'term': 'World War II (1939-45)', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/des', 'term': 'Parades', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/des', 'term': 'Defense and Military Forces', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/des', 'term': 'Russian Invasion of Ukraine (2022)', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/nyt_per', 'term': 'Putin, Vladimir V', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/nyt_geo', 'term': 'Russia', 'label': None}]",Anton Troianovski,"[{'content': 'Maxim Shipenkov/EPA, via Shutterstock'}]",[{'name': 'Anton Troianovski'}],,
20,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.nytimes.com/2022/05/08/world/europe/g7-nations-russia-oil.html'}, {'rel': 'standout', 'type': 'text/html', 'href': 'https://www.nytimes.com/2022/05/08/world/europe/g7-nations-russia-oil.html'}]","With much of Europe dependent on Russian oil, the Group of 7 said the ban would take effect in a “timely and orderly fashion.”",2022-05-08T19:04:58,"[Decimal('2022'), Decimal('5'), Decimal('8'), Decimal('19'), Decimal('4'), Decimal('58'), Decimal('6'), Decimal('128'), Decimal('0')]","{'language': None, 'type': 'text/html', 'value': 'With much of Europe dependent on Russian oil, the Group of 7 said the ban would take effect in a “timely and orderly fashion.”', 'base': 'https://rss.nytimes.com/services/xml/rss/nyt/HomePage.xml'}",False,https://www.nytimes.com/2022/05/08/world/europe/g7-nations-russia-oil.html,09-05-2022-020,"{'language': None, 'type': 'text/plain', 'value': 'G7 Nations Pledge to Ban or Phase Out the Import of Russian Oil', 'base': 'https://rss.nytimes.com/services/xml/rss/nyt/HomePage.xml'}",G7 Nations Pledge to Ban or Phase Out the Import of Russian Oil,"[{'language': None, 'type': 'text/plain', 'value': 'President Emmanuel Macron of France was among the G7 leaders meeting in a video-conference on Sunday.', 'base': 'https://rss.nytimes.com/services/xml/rss/nyt/HomePage.xml'}]",Pool photo by Thibault Camus,{'name': 'Emma Bubola and Eduardo Medina'},"[{'width': '151', 'medium': 'image', 'url': 'https://static01.nyt.com/images/2022/05/08/world/08ukraine-blog-g7-meeting01/08ukraine-blog-g7-meeting01-moth.jpg', 'height': '151'}]","[{'scheme': 'http://www.nytimes.com/namespaces/keywords/des', 'term': 'Russian Invasion of Ukraine (2022)', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/des', 'term': 'Oil (Petroleum) and Gasoline', 'label': None}]",Emma Bubola and Eduardo Medina,[{'content': 'Pool photo by Thibault Camus'}],[{'name': 'Emma Bubola and Eduardo Medina'}],,
21,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.nytimes.com/2022/05/08/us/politics/roe-wade-supreme-court-abortion.html'}, {'rel': 'standout', 'type': 'text/html', 'href': 'https://www.nytimes.com/2022/05/08/us/politics/roe-wade-supreme-court-abortion.html'}]",The leaked draft opinion that would eliminate the constitutional right to abortion sent mixed signals about what other precedents might be at risk.,2022-05-08T17:31:57,"[Decimal('2022'), Decimal('5'), Decimal('8'), Decimal('17'), Decimal('31'), Decimal('57'), Decimal('6'), Decimal('128'), Decimal('0')]","{'language': None, 'type': 'text/html', 'value': 'The leaked draft opinion that would eliminate the constitutional right to abortion sent mixed signals about what other precedents might be at risk.', 'base': 'https://rss.nytimes.com/services/xml/rss/nyt/HomePage.xml'}",False,https://www.nytimes.com/2022/05/08/us/politics/roe-wade-supreme-court-abortion.html,09-05-2022-021,"{'language': None, 'type': 'text/plain', 'value': 'If Roe Falls, Is Same-Sex Marriage Next?', 'base': 'https://rss.nytimes.com/services/xml/rss/nyt/HomePage.xml'}","If Roe Falls, Is Same-Sex Marriage Next?","[{'language': None, 'type': 'text/plain', 'value': 'Celebrations outside the Supreme Court in 2015 after it ruled in favor of same-sex marriage. Supporters of gay rights worry the final opinion in the Mississippi case could imperil hard-won victories, like same-sex marriage.', 'base': 'https://rss.nytimes.com/services/xml/rss/nyt/HomePage.xml'}]",Doug Mills/The New York Times,{'name': 'Adam Liptak'},"[{'width': '151', 'medium': 'image', 'url': 'https://static01.nyt.com/images/2021/11/02/business/00dc-scotus-1/01economy-briefing-social-security-gay-marriage-moth.jpg', 'height': '151'}]","[{'scheme': 'http://www.nytimes.com/namespaces/keywords/des', 'term': 'Homosexuality and Bisexuality', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/des', 'term': 'Same-Sex Marriage, Civil Unions and Domestic Partnerships', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/des', 'term': 'Abortion', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/des', 'term': 'Roe v Wade (Supreme Court Decision)', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/nyt_org', 'term': 'Supreme Court (US)', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/nyt_per', 'term': 'Alito, Samuel A Jr', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/nyt_per', 'term': 'Trump, Donald J', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/nyt_per', 'term': 'Sotomayor, Sonia', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/nyt_geo', 'term': 'Mississippi', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/des', 'term': 'United States Politics and Government', 'label': None}]",Adam Liptak,[{'content': 'Doug Mills/The New York Times'}],[{'name': 'Adam Liptak'}],,
22,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.nytimes.com/2022/05/08/us/politics/senate-democrats-abortion.html'}, {'rel': 'standout', 'type': 'text/html', 'href': 'https://www.nytimes.com/2022/05/08/us/politics/senate-democrats-abortion.html'}]","The alarms came after Senator Mitch McConnell, the Republican leader, called such a ban “possible” if a leaked Supreme Court opinion became final and his party gained control in Washington.",2022-05-08T21:32:51,"[Decimal('2022'), Decimal('5'), Decimal('8'), Decimal('21'), Decimal('32'), Decimal('51'), Decimal('6'), Decimal('128'), Decimal('0')]","{'language': None, 'type': 'text/html', 'value': 'The alarms came after Senator Mitch McConnell, the Republican leader, called such a ban “possible” if a leaked Supreme Court opinion became final and his party gained control in Washington.', 'base': 'https://rss.nytimes.com/services/xml/rss/nyt/HomePage.xml'}",False,https://www.nytimes.com/2022/05/08/us/politics/senate-democrats-abortion.html,09-05-2022-022,"{'language': None, 'type': 'text/plain', 'value': 'Senate Democrats Warn of G.O.P. Effort to Restrict Abortion Nationwide', 'base': 'https://rss.nytimes.com/services/xml/rss/nyt/HomePage.xml'}",Senate Democrats Warn of G.O.P. Effort to Restrict Abortion Nationwide,"[{'language': None, 'type': 'text/plain', 'value': 'Senator Kirsten Gillibrand of New York said that if the draft Supreme Court decision overturning Roe v. Wade goes into effect, “it changes the foundation of America.”', 'base': 'https://rss.nytimes.com/services/xml/rss/nyt/HomePage.xml'}]",Pete Marovich for The New York Times,{'name': 'Luke Broadwater'},"[{'width': '151', 'medium': 'image', 'url': 'https://static01.nyt.com/images/2022/05/08/multimedia/08dc-abortion-03/08dc-abortion-03-moth.jpg', 'height': '151'}]","[{'scheme': 'http://www.nytimes.com/namespaces/keywords/des', 'term': 'Abortion', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/des', 'term': 'United States Politics and Government', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/nyt_org', 'term': 'Democratic Party', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/nyt_org', 'term': 'Republican Party', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/nyt_org', 'term': 'Senate', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/nyt_per', 'term': 'Gillibrand, Kirsten E', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/nyt_per', 'term': 'Graham, Lindsey', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/nyt_per', 'term': 'Hassan, Margaret', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/nyt_per', 'term': 'Klobuchar, Amy', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/nyt_per', 'term': 'McConnell, Mitch', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/nyt_org', 'term': 'National Republican Senatorial Committee', 'label': None}]",Luke Broadwater,[{'content': 'Pete Marovich for The New York Times'}],[{'name': 'Luke Broadwater'}],,
23,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.nytimes.com/2022/05/08/us/politics/midterms-abortion-pennsylvania.html'}, {'rel': 'standout', 'type': 'text/html', 'href': 'https://www.nytimes.com/2022/05/08/us/politics/midterms-abortion-pennsylvania.html'}]",The leading Republicans running for governor in the state want to outlaw abortion. The presumptive Democratic nominee promises to veto any ban.,2022-05-08T20:38:57,"[Decimal('2022'), Decimal('5'), Decimal('8'), Decimal('20'), Decimal('38'), Decimal('57'), Decimal('6'), Decimal('128'), Decimal('0')]","{'language': None, 'type': 'text/html', 'value': 'The leading Republicans running for governor in the state want to outlaw abortion. The presumptive Democratic nominee promises to veto any ban.', 'base': 'https://rss.nytimes.com/services/xml/rss/nyt/HomePage.xml'}",False,https://www.nytimes.com/2022/05/08/us/politics/midterms-abortion-pennsylvania.html,09-05-2022-023,"{'language': None, 'type': 'text/plain', 'value': 'Midterms’ Biggest Abortion Battleground: Pennsylvania', 'base': 'https://rss.nytimes.com/services/xml/rss/nyt/HomePage.xml'}",Midterms’ Biggest Abortion Battleground: Pennsylvania,"[{'language': None, 'type': 'text/plain', 'value': 'Hundreds marched for abortion rights in Philadelphia on Tuesday.', 'base': 'https://rss.nytimes.com/services/xml/rss/nyt/HomePage.xml'}]",Rachel Wisniewski for The New York Times,{'name': 'Trip Gabriel'},"[{'width': '151', 'medium': 'image', 'url': 'https://static01.nyt.com/images/2022/05/09/lens/09pol-pa-abortion-01/09pol-pa-abortion-01-moth.jpg', 'height': '151'}]","[{'scheme': 'http://www.nytimes.com/namespaces/keywords/des', 'term': 'Abortion', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/des', 'term': 'Midterm Elections (2022)', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/des', 'term': 'Roe v Wade (Supreme Court Decision)', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/nyt_org', 'term': 'Democratic Party', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/nyt_org', 'term': 'Roman Catholic Church', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/nyt_org', 'term': 'Republican Party', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/nyt_per', 'term': 'Barletta, Louis J', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/nyt_per', 'term': 'Casey, Robert P Jr', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/nyt_per', 'term': 'Shapiro, Josh (1973- )', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/nyt_geo', 'term': 'Pennsylvania', 'label': None}]",Trip Gabriel,[{'content': 'Rachel Wisniewski for The New York Times'}],[{'name': 'Trip Gabriel'}],,
24,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.nytimes.com/2022/05/08/us/madison-anti-abortion-center-vandalized.html'}, {'rel': 'standout', 'type': 'text/html', 'href': 'https://www.nytimes.com/2022/05/08/us/madison-anti-abortion-center-vandalized.html'}]","A Molotov cocktail was used against Wisconsin Family Action in Madison and did not ignite, but another fire was set, the police said.",2022-05-08T22:38:47,"[Decimal('2022'), Decimal('5'), Decimal('8'), Decimal('22'), Decimal('38'), Decimal('47'), Decimal('6'), Decimal('128'), Decimal('0')]","{'language': None, 'type': 'text/html', 'value': 'A Molotov cocktail was used against Wisconsin Family Action in Madison and did not ignite, but another fire was set, the police said.', 'base': 'https://rss.nytimes.com/services/xml/rss/nyt/HomePage.xml'}",False,https://www.nytimes.com/2022/05/08/us/madison-anti-abortion-center-vandalized.html,09-05-2022-024,"{'language': None, 'type': 'text/plain', 'value': 'Anti-Abortion Group in Wisconsin Is Hit by Arson, Authorities Say', 'base': 'https://rss.nytimes.com/services/xml/rss/nyt/HomePage.xml'}","Anti-Abortion Group in Wisconsin Is Hit by Arson, Authorities Say","[{'language': None, 'type': 'text/plain', 'value': 'A Molotov cocktail was thrown through a window of the Wisconsin Family Action office on Sunday, officials said.', 'base': 'https://rss.nytimes.com/services/xml/rss/nyt/HomePage.xml'}]",Andy Manis for The New York Times,{'name': 'Luke Vander Ploeg and Addison Lathers'},"[{'width': '151', 'medium': 'image', 'url': 'https://static01.nyt.com/images/2022/05/08/us/00abortion-fire-1/00abortion-fire-1-moth.jpg', 'height': '151'}]","[{'scheme': 'http://www.nytimes.com/namespaces/keywords/des', 'term': 'Arson', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/des', 'term': 'Abortion', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/des', 'term': 'Vandalism', 'label': None}, {'scheme': 'http://www.nytimes.com/namespaces/keywords/nyt_geo', 'term': 'Madison (Wis)', 'label': None}]",Luke Vander Ploeg and Addison Lathers,[{'content': 'Andy Manis for The New York Times'}],[{'name': 'Luke Vander Ploeg and Addison Lathers'}],,
